,gen_title,title,model_answer_main_query,bing_return,model_ans_1,model_ans_2,model_ans_3,neural_ans1_list,neural_ans1_prob,neural_ans2_list,neural_ans2_prob,neural_ans3_list,neural_ans3_prob,neural_ans4_list,neural_ans4_prob
553,How Does Online Shopping Affect the Economy?,Electronic commerce: Online shopping,"

1. The Pros and Cons of Online Shopping
2. How Secure Is Shopping Online?
3. What You Need to Know About Shopping Online
4. How Does Online Shopping Affect the Economy?
5. An Overview of Online Shopping Safety for Consumers",True," Jessica Conflitti, Gary Marcoccio"," Paul Bischoff, Buster Benson"," Siya Sharma, Saralynn Alltop","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo.', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', ' \nYes', '\n\nYes', '\n\nYes.', '\nYes']",1.0
554,An Overview of Online Shopping Safety for Consumers,Electronic commerce: Online shopping,"

1. The Pros and Cons of Online Shopping
2. How Secure Is Shopping Online?
3. What You Need to Know About Shopping Online
4. How Does Online Shopping Affect the Economy?
5. An Overview of Online Shopping Safety for Consumers",False," Edward Brown, Akhil Mathew"," Ruth M. Young, Keven L. Young"," Rebecca Moore, Phil Turner","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', ' \nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo']",0.0,"['\n\nYes', '\n\nYes.', ' \nYes', '\n\nYes', '\n\nYes', ' \nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
555,"Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology","Law, social and behavioral sciences: Psychology","

1. Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology
2. Psychological Intervention Programs in Law, Social and Behavioral Sciences
3. Emotional Regulation in Legal and Social Domains
4. Attitudes and Social Cognition in Law and Social Sciences
5. Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology",False," Joanne T. Acut, Cheryl J. Sanders"," Nasser Kashou, Elizabeth Osborne"," Turha Aksu, Kursad Erbas","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', ' \nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
556,"Psychological Intervention Programs in Law, Social and Behavioral Sciences","Law, social and behavioral sciences: Psychology","

1. Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology
2. Psychological Intervention Programs in Law, Social and Behavioral Sciences
3. Emotional Regulation in Legal and Social Domains
4. Attitudes and Social Cognition in Law and Social Sciences
5. Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology",False," Oren Ergas, David Wexler"," William H.McCorkle Jr., John J. Bzylycki, Gerald W.Lafree, Richard D. Fremouw."," K. Ola, B. Svante","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo.', '\nNo.', ' \nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\nYes', ' \n\nYes', '\n\nYes']",1.0
557,Emotional Regulation in Legal and Social Domains,"Law, social and behavioral sciences: Psychology","

1. Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology
2. Psychological Intervention Programs in Law, Social and Behavioral Sciences
3. Emotional Regulation in Legal and Social Domains
4. Attitudes and Social Cognition in Law and Social Sciences
5. Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology",False," Robin Edelstein, Shelley L. Smith"," Ion G. Petrescu, Angela M. Vadeboncoeur"," Matthew Brim, Uma Narayan","[' 0 JUSTIFICATION: These are not lists of authors.', ' 0% JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', ' \n\nNo']",0.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
558,Attitudes and Social Cognition in Law and Social Sciences,"Law, social and behavioral sciences: Psychology","

1. Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology
2. Psychological Intervention Programs in Law, Social and Behavioral Sciences
3. Emotional Regulation in Legal and Social Domains
4. Attitudes and Social Cognition in Law and Social Sciences
5. Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology",False," David Schweinhart, Guillermo Montes, and Jorge Rojas."," James Marshall, Alonzo Kertz, Jennifer M. Hudson"," Marie'-Claire Baneux, Gerard Sullivan","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The first list is a list of authors, while the second list is a list of authors and their affiliations.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
559,"Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology","Law, social and behavioral sciences: Psychology","

1. Awards and Grants in the Field of Law, Social and Behavioral Sciences: Psychology
2. Psychological Intervention Programs in Law, Social and Behavioral Sciences
3. Emotional Regulation in Legal and Social Domains
4. Attitudes and Social Cognition in Law and Social Sciences
5. Challenges and Opportunities in Law, Social, and Behavioral Sciences: Psychology",False," Robert M. Krauss, Leonard Berkowitz"," Olivia Keller, Lydia Ramos, Jason Long"," Terry D Platt, David E Gray, Kwabena Osei-Hwere
","[' 0 JUSTIFICATION: None of the authors in list 1 appear in list 2.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.1,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"[' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
560,World Wide Web: Searching and Information Discovery,World Wide Web: Web searching and information discovery,"

1. World Wide Web: Searching and Information Discovery
2. Google Search: An Overview
3. Semantic Web and Web Searching
4. Search Engine Optimization: An Introduction
5. Web Search Tools and Techniques",False," George Buchanan, Ian Ruthven"," Amarnath Banerjee, Ross Cutler, T. V. Raman, Paul Resnick"," Stephen P. Harter, Janice Carr.","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.1,"['\nNo', '\n\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
561,Google Search: An Overview,World Wide Web: Web searching and information discovery,"

1. World Wide Web: Searching and Information Discovery
2. Google Search: An Overview
3. Semantic Web and Web Searching
4. Search Engine Optimization: An Introduction
5. Web Search Tools and Techniques",False," Josep Cole-Gomar, Xavier Mayoral, Francisco Panareda"," Stephen P. Anderson, Steven Bowman, Toby Ward, Tobias Peggs"," Stephen E. Arnold, Justin M. Blom
","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo.', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"[' \nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.']",1.0
562,Semantic Web and Web Searching,World Wide Web: Web searching and information discovery,"

1. World Wide Web: Searching and Information Discovery
2. Google Search: An Overview
3. Semantic Web and Web Searching
4. Search Engine Optimization: An Introduction
5. Web Search Tools and Techniques",False," Marijn Koolen, Jaap Kamps"," Gang Wu, Yong Yu, Yu-Chee Tseng"," Marie-Francine Moens, Davy Van Deursen","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
563,Search Engine Optimization: An Introduction,World Wide Web: Web searching and information discovery,"

1. World Wide Web: Searching and Information Discovery
2. Google Search: An Overview
3. Semantic Web and Web Searching
4. Search Engine Optimization: An Introduction
5. Web Search Tools and Techniques",True," Amy Elisa Jackson, Susan Egmont"," Susan Moskwa, Jennifer Grappone"," Atul Mathur, Vivek Bhaskaran","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes.', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes.', '\nYes', '\n\nYes', '\n\nYes']",1.0
564,Web Search Tools and Techniques,World Wide Web: Web searching and information discovery,"

1. World Wide Web: Searching and Information Discovery
2. Google Search: An Overview
3. Semantic Web and Web Searching
4. Search Engine Optimization: An Introduction
5. Web Search Tools and Techniques",True," Cory L. Armstrong, Terence A. Critchlow"," Albrecht Schmidt, Peter Keim"," Jason I. Hong, James A. Landay","[' 0% JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9,"['\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \nYes']",1.0
565,Information Retrieval: Algorithms and Heuristics,Information retrieval: Retrieval models and ranking,"

1. Information Retrieval: Algorithms and Heuristics
2. Principles of Information Retrieval
3. Information Retrieval Systems: Theory and Implementation
4. Search Engines: Information Retrieval in Practice
5. Foundations of Statistical Natural Language Processing",True," David A. Grossman, Ophir Frieder."," David A. Grossman, Ophir Frieder"," David A. Grossman, Ophir Frieder","[' 100% JUSTIFICATION: Both lists contain the same two authors in the same order.', ' 100% JUSTIFICATION: Both lists contain the same two authors in the same order.', ' 100% JUSTIFICATION: Both lists contain the exact same authors in the exact same order.']",1.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nYes', '\nNo', '\nYes', '\nYes', '\nYes', '\nYes', '\nNo.', '\nYes', '\nYes']",0.7,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
566,Principles of Information Retrieval,Information retrieval: Retrieval models and ranking,"

1. Information Retrieval: Algorithms and Heuristics
2. Principles of Information Retrieval
3. Information Retrieval Systems: Theory and Implementation
4. Search Engines: Information Retrieval in Practice
5. Foundations of Statistical Natural Language Processing",True," Christopher D. Manning, Prabhakar Raghavan, Hinrich Schütze"," Christopher D. Manning, Prabhakar Raghavan, Hinrich Schutze"," Christopher D. Manning, Prabhakar Raghavan, Hinrich Schütze","[' 100% JUSTIFICATION: The two lists contain the same authors, with only minor variations in spelling.', ' 100% JUSTIFICATION: The two lists are identical.', ' 100% JUSTIFICATION: The two lists are identical, with only minor variations in spelling.']",1.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nYes', ' \nYes', '\nYes', '\nYes', '\nYes.', '\nYes', '\nYes', '\n\nYes', '\nYes', '\nYes']",1.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
567,Information Retrieval Systems: Theory and Implementation,Information retrieval: Retrieval models and ranking,"

1. Information Retrieval: Algorithms and Heuristics
2. Principles of Information Retrieval
3. Information Retrieval Systems: Theory and Implementation
4. Search Engines: Information Retrieval in Practice
5. Foundations of Statistical Natural Language Processing",True," Mohammed A. Bermek, McLeod D.
Gallager, Stephen M. Omiecinski."," Terry Coospy, Peter Willett"," Jacob Allan, W. Bruce Croft","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The first list is a list of authors, while the second list is a list of authors and their credentials.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nYes', '\nYes', '\nYes', '\nYes.', '\nYes', '\nNo.', '\nYes.', '\nNo', '\nNo', '\nYes']",0.7,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
568,Search Engines: Information Retrieval in Practice,Information retrieval: Retrieval models and ranking,"

1. Information Retrieval: Algorithms and Heuristics
2. Principles of Information Retrieval
3. Information Retrieval Systems: Theory and Implementation
4. Search Engines: Information Retrieval in Practice
5. Foundations of Statistical Natural Language Processing",True,"W. Bruce Croft, Donald Metzler, Trevor Strohman"," William B. Croft, Donald Metzler"," W. Bruce Croft, Donald Metzler, Trevor Strohman","[' 100% JUSTIFICATION: Both lists contain the same two authors, with the same names, in the same order.', ' 100% JUSTIFICATION: Both lists contain the exact same authors in the exact same order.', "" 80% JUSTIFICATION: Both lists contain two of the same authors, with only minor variations in the spelling of the first author's name.""]",0.9333333333333332,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nYes', '\nNo', '\nYes', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nYes']",0.3,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
569,Foundations of Statistical Natural Language Processing,Information retrieval: Retrieval models and ranking,"

1. Information Retrieval: Algorithms and Heuristics
2. Principles of Information Retrieval
3. Information Retrieval Systems: Theory and Implementation
4. Search Engines: Information Retrieval in Practice
5. Foundations of Statistical Natural Language Processing",True," Christopher D. Manning, Hinrich Schutze"," Christopher D. Manning, Hinrich Schütze"," Christopher D. Manning, Hinrich Schütze","[' 100% JUSTIFICATION: The two lists are identical, with the only difference being the spelling of Schutze/Schütze.', ' 100% JUSTIFICATION: The two lists are identical, with the only difference being the spelling of Schutze/Schütze.', ' 100% JUSTIFICATION: Both lists contain the same two authors in the same order.']",1.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nYes', '\nYes', '\nYes', '\nYes', '\nYes', '\nYes', '\nYes', '\nYes', '\nNo', '\nYes']",0.9,"['\n\nNo', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes']",0.7
570,Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning,Probability and statistics: Probabilistic representations,"

1. Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning
2. Probabilistic Representations for Machine Learning: Foundations and Applications
3. A Constructive Approach to Probability and Statistics
4. Introduction to Probability and Statistics Using R
5. Probabilistic Representations and Uncertainty Reasoning",False," Alex Pagnoni, Richard E. Turner"," Michael Frank, Terrence J. Sejnowski"," Jörg Claussen, Itti Intarakumnerd, Stefan Körner","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
571,Probabilistic Representations for Machine Learning: Foundations and Applications,Probability and statistics: Probabilistic representations,"

1. Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning
2. Probabilistic Representations for Machine Learning: Foundations and Applications
3. A Constructive Approach to Probability and Statistics
4. Introduction to Probability and Statistics Using R
5. Probabilistic Representations and Uncertainty Reasoning",False," Yee Whye Teh, Yousuke Sunakawa"," Youhesheng Liu, Huachun Tan."," Ashkan Jafarpour, Amped Shilton, Trivikram Dokka, and Andreea Gane","[' 0% JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
572,A Constructive Approach to Probability and Statistics,Probability and statistics: Probabilistic representations,"

1. Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning
2. Probabilistic Representations for Machine Learning: Foundations and Applications
3. A Constructive Approach to Probability and Statistics
4. Introduction to Probability and Statistics Using R
5. Probabilistic Representations and Uncertainty Reasoning",False," Radu V. Craiu, Kenneth Lange"," Joe F. Spear, David S. Moore"," Brad Hartlaub, Chris Franklin.","[' 0 JUSTIFICATION: These are not lists of authors.', ' 0% JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes', '\n\nNo']",0.4,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nNo', '\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.8
573,Introduction to Probability and Statistics Using R,Probability and statistics: Probabilistic representations,"

1. Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning
2. Probabilistic Representations for Machine Learning: Foundations and Applications
3. A Constructive Approach to Probability and Statistics
4. Introduction to Probability and Statistics Using R
5. Probabilistic Representations and Uncertainty Reasoning",True," G. Jay Kerns, Deborah M. Nolan","
G. Jay Kerns, John H. McDonald"," G. Jay Kerns, Dorothy D. Duncan","[' 50% JUSTIFICATION: There is one author in common, G. Jay Kerns, which is 50% of the total authors listed.', ' 50% JUSTIFICATION: There is one author in common, G. Jay Kerns, which is 50% of the total authors.', ' 50% JUSTIFICATION: There is only one author in common between the two lists.']",0.5,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes.', '\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nNo']",0.8
574,Probabilistic Representations and Uncertainty Reasoning,Probability and statistics: Probabilistic representations,"

1. Probabilistic Representations of Uncertainty: A Building Block For All Types of Machine Learning
2. Probabilistic Representations for Machine Learning: Foundations and Applications
3. A Constructive Approach to Probability and Statistics
4. Introduction to Probability and Statistics Using R
5. Probabilistic Representations and Uncertainty Reasoning",False," Rex Cowles, Michael Tresser"," Craig Boutilier, Ron Parr, Stephen Weber"," Marcelo de Almeida, Humberto S. N. dos Santos","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes', '\n\nYes']",0.8
575,ASIC and FPGA Verification: A Guide to Component Modeling,Very large scale integration design: Application-specific VLSI designs,"

1. ""ASIC and FPGA Verification: A Guide to Component Modeling"" 
2. ""Fundamentals of VLSI Design and Applications: A Comprehensive Guide to VLSI Technology"" 
3. ""Advanced VLSI Design: Application Specific Integrated Circuits"" 
4. ""VLSI Design with Verilog: An Introduction to the Digital Design and Synthesis of Application Specific Integrated Circuits""
5. ""VLSI Design of Non-volatile Memories: Advanced Reusable Methodologies and Verification Techniques""",True," Richard Munden, Susan Graham, Gordon Pace"," Harry D. Foster, Peter R. Kreeft"," R. Curtis, H. Peter, W. Zwaenepoel","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: None of the authors in list 1 appear in list 2.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', ' \nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
576,Fundamentals of VLSI Design and Applications: A Comprehensive Guide to VLSI Technology,Very large scale integration design: Application-specific VLSI designs,"

1. ""ASIC and FPGA Verification: A Guide to Component Modeling"" 
2. ""Fundamentals of VLSI Design and Applications: A Comprehensive Guide to VLSI Technology"" 
3. ""Advanced VLSI Design: Application Specific Integrated Circuits"" 
4. ""VLSI Design with Verilog: An Introduction to the Digital Design and Synthesis of Application Specific Integrated Circuits""
5. ""VLSI Design of Non-volatile Memories: Advanced Reusable Methodologies and Verification Techniques""",False," Shawn H Callahan, Susan L Crowley, Lothar Thiele"," David C. Wang, Robert W. Brodersen"," Robert F. McClure, Harry Veendrick","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nYes', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.1,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes']",1.0
